id,ime,leto,odigrane minute,meti 3 točke,poskusi 3 točke,meti 2 točki,poskusi 2 točki,prosti meti,poskusi prostih metov,skoki v napadu,skoki v obrambi,asistence,ukradene žoge,blokade,izgubljene žoge,osebni prekrški
NYK,New York Knicks,2016,19805,610,1762,2412,5124,1411,1753,850,2788,1682,467,466,1099,1616
UTA,Utah Jazz,2016,19955,694,1956,2263,4637,1402,1885,880,2665,1554,631,425,1224,1655
PHI,Philadelphia 76ers,2016,19805,764,2255,2206,4632,1284,1850,777,2605,1765,680,495,1343,1780
LAL,Los Angeles Lakers,2016,19730,639,2016,2241,4940,1583,2028,878,2645,1478,593,337,1124,1662
GSW,Golden State Warriors,2017,19780,982,2562,2550,4578,1457,1850,770,2873,2491,785,555,1211,1585
HOU,Houston Rockets,2017,19780,1181,3306,2124,3846,1667,2177,892,2746,2070,670,352,1240,1634
DEN,Denver Nuggets,2017,19755,870,2365,2507,4829,1537,1986,966,2837,2077,568,323,1226,1567
CLE,Cleveland Cavaliers,2017,19880,1067,2779,2208,4184,1431,1913,766,2821,1858,539,327,1121,1486
WAS,Washington Wizards,2017,19855,756,2030,2632,5107,1421,1812,843,2671,1956,693,336,1162,1745
LAC,Los Angeles Clippers,2017,19755,841,2245,2401,4575,1586,2128,738,2790,1848,612,347,1062,1626
BOS,Boston Celtics,2017,19755,985,2742,2183,4236,1536,1903,744,2698,2069,617,340,1088,1686
POR,Portland Trail Blazers,2017,19930,852,2272,2391,4787,1513,1940,830,2750,1733,574,408,1126,1736
PHO,Phoenix Suns,2017,19830,615,1854,2655,5406,1676,2159,976,2712,1604,673,399,1265,2030
TOR,Toronto Raptors,2017,19780,725,1996,2486,4922,1615,2028,871,2676,1517,677,400,1041,1708
OKC,Oklahoma City Thunder,2017,19805,692,2116,2545,5053,1575,2113,1002,2821,1721,648,408,1230,1715
BRK,Brooklyn Nets,2017,19755,877,2591,2225,4396,1592,2020,721,2879,1756,593,387,1356,1726
MIN,Minnesota Timberwolves,2017,19805,601,1723,2634,5199,1586,1986,938,2540,1940,654,370,1150,1646
SAS,San Antonio Spurs,2017,19805,753,1927,2469,4937,1440,1806,821,2777,1954,655,484,1101,1498
IND,Indiana Pacers,2017,19855,709,1885,2512,5046,1467,1811,742,2702,1844,669,409,1130,1597
CHO,Charlotte Hornets,2017,19830,824,2347,2269,4653,1591,1953,721,2853,1891,571,390,942,1360
LAL,Los Angeles Lakers,2017,19705,730,2110,2494,5054,1397,1853,933,2636,1716,674,320,1243,1698
NOP,New Orleans Pelicans,2017,19905,768,2196,2442,4934,1368,1825,703,2879,1869,638,453,1054,1490
NYK,New York Knicks,2017,19855,704,2022,2540,5234,1364,1731,983,2723,1786,581,455,1139,1668
MIL,Milwaukee Bucks,2017,19780,720,1946,2462,4769,1413,1839,723,2589,1984,666,436,1145,1660
MIA,Miami Heat,2017,19780,808,2213,2394,4824,1248,1768,872,2705,1742,588,469,1102,1680
ATL,Atlanta Hawks,2017,19880,729,2137,2394,4781,1484,2039,842,2793,1938,672,397,1294,1491
CHI,Chicago Bulls,2017,19780,623,1831,2546,5310,1474,1848,999,2797,1851,643,393,1112,1455
SAC,Sacramento Kings,2017,19880,737,1960,2368,4774,1483,1913,715,2652,1844,627,324,1201,1667
PHI,Philadelphia 76ers,2017,19830,831,2443,2257,4549,1393,1806,807,2706,1949,692,420,1366,1793
DET,Detroit Pistons,2017,19805,631,1915,2638,5367,1140,1586,908,2838,1732,574,310,973,1467
ORL,Orlando Magic,2017,19805,701,2139,2438,4994,1309,1753,807,2734,1820,580,396,1091,1584
UTA,Utah Jazz,2017,19755,791,2128,2242,4387,1401,1875,771,2774,1651,550,410,1118,1545
MEM,Memphis Grizzlies,2017,19905,767,2169,2217,4685,1504,1918,886,2621,1744,653,344,1059,1840
DAL,Dallas Mavericks,2017,19780,878,2473,2090,4277,1215,1516,647,2516,1705,614,307,972,1567
GSW,Golden State Warriors,2018,19730,926,2369,2583,4611,1360,1668,691,2877,2402,656,612,1265,1607
HOU,Houston Rockets,2018,19755,1256,3470,1918,3436,1609,2061,739,2825,1767,699,392,1135,1597
NOP,New Orleans Pelicans,2018,19955,837,2312,2663,4929,1324,1716,712,2924,2195,657,485,1223,1570
TOR,Toronto Raptors,2018,19830,968,2705,2415,4464,1422,1790,800,2807,1995,626,500,1095,1783
CLE,Cleveland Cavaliers,2018,19730,981,2636,2330,4314,1488,1909,694,2761,1916,582,312,1126,1524
DEN,Denver Nuggets,2018,19880,940,2536,2398,4566,1404,1830,902,2748,2059,627,404,1226,1533
PHI,Philadelphia 76ers,2018,19780,901,2445,2448,4653,1405,1868,893,2996,2221,682,420,1353,1811
MIN,Minnesota Timberwolves,2018,19805,658,1845,2707,5218,1592,1980,848,2593,1861,689,345,1021,1495
LAC,Los Angeles Clippers,2018,19705,777,2196,2525,4808,1556,2095,832,2766,1832,628,373,1204,1638
CHO,Charlotte Hornets,2018,19780,824,2233,2373,4873,1656,2216,827,2901,1770,559,373,1041,1409
LAL,Los Angeles Lakers,2018,19905,822,2384,2516,4864,1364,1910,876,2927,1949,633,388,1295,1736
OKC,Oklahoma City Thunder,2018,19830,881,2491,2390,4730,1421,1985,1024,2671,1750,743,412,1147,1653
WAS,Washington Wizards,2018,19855,814,2173,2461,4845,1378,1786,823,2713,2065,645,353,1196,1746
BRK,Brooklyn Nets,2018,19855,1041,2924,2095,4190,1428,1850,792,2852,1941,512,390,1245,1688
MIL,Milwaukee Bucks,2018,19830,718,2024,2539,4783,1499,1915,688,2579,1905,722,443,1135,1752
POR,Portland Trail Blazers,2018,19755,845,2308,2377,4824,1372,1715,835,2893,1599,573,423,1109,1599
IND,Indiana Pacers,2018,19755,741,2010,2604,5073,1225,1573,788,2684,1819,721,340,1088,1544
NYK,New York Knicks,2018,19830,673,1914,2661,5279,1225,1557,859,2752,1912,552,421,1208,1682
UTA,Utah Jazz,2018,19755,887,2425,2252,4372,1375,1766,740,2807,1839,708,420,1205,1608
BOS,Boston Celtics,2018,19805,939,2492,2202,4483,1308,1697,767,2878,1842,604,373,1148,1618
PHO,Phoenix Suns,2018,19705,763,2286,2390,4855,1453,1962,842,2776,1743,569,370,1289,1807
DET,Detroit Pistons,2018,19805,886,2373,2322,4756,1207,1621,830,2756,1868,628,317,1102,1508
MIA,Miami Heat,2018,19930,903,2506,2281,4491,1209,1601,763,2801,1862,620,437,1178,1648
ORL,Orlando Magic,2018,19730,844,2405,2338,4637,1271,1678,722,2692,1921,622,400,1192,1579
ATL,Atlanta Hawks,2018,19705,917,2544,2213,4471,1298,1654,743,2693,1946,638,348,1275,1606
CHI,Chicago Bulls,2018,19855,906,2549,2264,4736,1194,1574,790,2872,1923,626,289,1147,1571
SAS,San Antonio Spurs,2018,19730,696,1977,2506,5022,1324,1715,849,2777,1868,628,460,1078,1408
DAL,Dallas Mavericks,2018,19805,967,2688,2161,4354,1167,1530,666,2717,1858,578,310,1007,1578
MEM,Memphis Grizzlies,2018,19705,758,2152,2255,4636,1361,1732,779,2544,1767,613,396,1227,1900
SAC,Sacramento Kings,2018,19755,738,1967,2441,5096,1008,1371,777,2578,1768,643,340,1125,1639
MIL,Milwaukee Bucks,2019,19780,1105,3134,2450,4337,1471,1904,762,3316,2136,615,486,1137,1608
GSW,Golden State Warriors,2019,19805,1087,2824,2525,4537,1339,1672,797,2990,2413,625,525,1169,1757
NOP,New Orleans Pelicans,2019,19755,842,2449,2739,5114,1462,1921,909,2969,2216,610,441,1215,1732
PHI,Philadelphia 76ers,2019,19805,889,2474,2518,4759,1742,2258,892,3025,2207,606,432,1223,1745
LAC,Los Angeles Clippers,2019,19830,821,2118,2563,5060,1853,2340,796,2936,1970,561,385,1193,1913
POR,Portland Trail Blazers,2019,19855,904,2520,2566,4907,1558,1914,967,2968,1887,546,413,1135,1669
OKC,Oklahoma City Thunder,2019,19855,932,2677,2565,5029,1461,2049,1031,2911,1917,766,425,1145,1839
TOR,Toronto Raptors,2019,19880,1015,2771,2445,4534,1449,1803,786,2920,2085,680,437,1150,1724
SAC,Sacramento Kings,2019,19730,927,2455,2614,5182,1354,1865,906,2819,2083,679,363,1095,1751
WAS,Washington Wizards,2019,19930,930,2731,2526,4656,1508,1963,794,2679,2154,683,379,1154,1701
HOU,Houston Rockets,2019,19830,1323,3721,1895,3442,1582,2001,836,2613,1741,700,405,1094,1803
ATL,Atlanta Hawks,2019,19855,1067,3034,2325,4490,1443,1918,955,2825,2118,675,419,1397,1932
MIN,Minnesota Timberwolves,2019,19830,827,2357,2586,5126,1570,1995,923,2750,2018,683,411,1074,1664
BOS,Boston Celtics,2019,19780,1032,2829,2419,4594,1282,1598,804,2849,2155,706,435,1052,1670
BRK,Brooklyn Nets,2019,19980,1047,2965,2254,4393,1555,2088,900,2919,1954,539,339,1236,1763
LAL,Los Angeles Lakers,2019,19780,847,2541,2644,4884,1336,1910,835,2985,2096,618,440,1284,1701
UTA,Utah Jazz,2019,19755,993,2789,2321,4293,1540,2092,820,2981,2133,663,483,1240,1728
SAS,San Antonio Spurs,2019,19805,812,2071,2656,5177,1408,1720,757,2910,2013,501,386,992,1487
CHO,Charlotte Hornets,2019,19830,977,2783,2320,4579,1510,1895,814,2778,1905,591,405,1001,1550
DEN,Denver Nuggets,2019,19730,903,2571,2536,4813,1294,1714,972,2832,2245,634,363,1102,1644
DAL,Dallas Mavericks,2019,19780,1022,3002,2160,4120,1541,2076,832,2884,1918,533,351,1167,1650
IND,Indiana Pacers,2019,19705,779,2081,2611,5054,1298,1727,762,2766,2128,713,404,1122,1594
PHO,Phoenix Suns,2019,19880,790,2400,2499,4764,1447,1858,748,2563,1957,735,418,1279,1932
ORL,Orlando Magic,2019,19780,937,2633,2379,4674,1231,1575,822,2902,2095,543,445,1082,1526
DET,Detroit Pistons,2019,19855,993,2854,2192,4384,1415,1893,936,2752,1845,569,331,1135,1811
MIA,Miami Heat,2019,19730,928,2658,2323,4560,1238,1782,921,2879,1991,627,448,1208,1712
CHI,Chicago Bulls,2019,19905,745,2123,2521,5082,1328,1695,718,2799,1796,603,351,1159,1663
NYK,New York Knicks,2019,19780,823,2421,2311,4820,1484,1956,857,2811,1646,557,422,1151,1713
CLE,Cleveland Cavaliers,2019,19755,847,2388,2342,4796,1342,1694,879,2619,1698,534,195,1106,1642
MEM,Memphis Grizzlies,2019,19880,811,2368,2302,4556,1453,1882,723,2703,1963,684,448,1147,1801
DAL,Dallas Mavericks,2020,18175,1136,3095,1988,3677,1392,1787,791,2729,1849,460,363,953,1462
MIL,Milwaukee Bucks,2020,17595,1007,2840,2153,3798,1336,1800,691,3083,1889,526,429,1102,1431
POR,Portland Trail Blazers,2020,17835,952,2525,2170,4224,1312,1632,754,2599,1525,465,451,946,1606
HOU,Houston Rockets,2020,17380,1126,3261,1810,3251,1484,1876,704,2484,1557,627,371,1057,1566
LAC,Los Angeles Clippers,2020,17380,895,2410,2097,4015,1498,1894,767,2664,1708,511,338,1051,1594
NOP,New Orleans Pelicans,2020,17430,982,2656,2083,3942,1229,1687,797,2551,1932,539,358,1181,1524
PHO,Phoenix Suns,2020,17595,831,2320,2175,4109,1451,1740,712,2465,1987,559,290,1077,1609
WAS,Washington Wizards,2020,17355,864,2345,2126,4199,1394,1770,732,2295,1801,574,309,1020,1634
MEM,Memphis Grizzlies,2020,17570,798,2297,2308,4337,1212,1589,754,2643,1965,576,398,1113,1546
BOS,Boston Celtics,2020,17430,905,2487,2066,3961,1336,1668,768,2549,1655,595,406,995,1553
MIA,Miami Heat,2020,17745,979,2584,1901,3576,1440,1840,620,2619,1892,547,332,1088,1501
DEN,Denver Nuggets,2020,17745,801,2234,2268,4254,1185,1526,786,2436,1952,586,337,1005,1485
TOR,Toronto Raptors,2020,17380,995,2663,1902,3668,1329,1670,685,2583,1816,636,358,1067,1559
SAS,San Antonio Spurs,2020,17215,760,2021,2235,4329,1348,1664,640,2530,1751,518,390,895,1377
PHI,Philadelphia 76ers,2020,17595,848,2307,2152,4110,1236,1638,764,2553,1884,586,389,1037,1529
LAL,Los Angeles Lakers,2020,17090,782,2242,2224,4027,1260,1728,757,2490,1803,612,468,1077,1471
BRK,Brooklyn Nets,2020,17480,941,2746,1967,3752,1291,1732,766,2683,1761,464,323,1099,1510
UTA,Utah Jazz,2020,17355,963,2537,1923,3593,1278,1641,656,2577,1615,438,292,1089,1468
IND,Indiana Pacers,2020,17620,743,2046,2332,4411,1096,1393,636,2489,1888,543,376,967,1445
OKC,Oklahoma City Thunder,2020,17430,770,2171,2109,3985,1422,1787,593,2495,1562,550,353,986,1390
SAC,Sacramento Kings,2020,17455,914,2511,2029,3853,1127,1464,695,2372,1713,556,293,1043,1595
ORL,Orlando Magic,2020,17570,807,2354,2064,4114,1282,1656,751,2498,1747,599,396,937,1336
ATL,Atlanta Hawks,2020,16280,805,2416,1918,3651,1237,1566,661,2237,1605,523,341,1086,1548
MIN,Minnesota Timberwolves,2020,15560,853,2540,1733,3325,1223,1624,675,2193,1525,555,362,981,1370
DET,Detroit Pistons,2020,15965,791,2157,1804,3501,1097,1476,644,2109,1589,490,299,1008,1299
NYK,New York Knicks,2020,15965,631,1872,2007,4024,1076,1550,795,2274,1456,504,313,946,1464
CLE,Cleveland Cavaliers,2020,15725,727,2070,1892,3645,983,1296,704,2172,1500,447,211,1073,1188
CHI,Chicago Bulls,2020,15675,793,2282,1780,3480,1006,1332,680,2041,1510,652,265,1005,1417
GSW,Golden State Warriors,2020,15725,678,2032,1832,3698,1214,1511,647,2138,1663,534,299,969,1304
CHO,Charlotte Hornets,2020,15750,785,2231,1640,3355,1052,1406,715,2066,1549,428,268,949,1223
MIL,Milwaukee Bucks,2021,17330,1038,2669,2183,3941,1169,1539,741,2724,1834,585,334,995,1244
BRK,Brooklyn Nets,2021,17405,1020,2600,2086,3689,1305,1623,640,2559,1929,484,379,975,1371
WAS,Washington Wizards,2021,17405,733,2088,2375,4459,1449,1884,697,2557,1835,528,297,1037,1555
UTA,Utah Jazz,2021,17355,1205,3098,1766,3246,1235,1546,765,2709,1703,474,371,1023,1335
POR,Portland Trail Blazers,2021,17305,1132,2939,1841,3619,1282,1558,766,2441,1531,496,363,799,1362
IND,Indiana Pacers,2021,17455,889,2445,2226,4122,1183,1493,648,2424,1973,611,460,975,1453
PHO,Phoenix Suns,2021,17480,940,2490,2178,3867,1124,1347,630,2462,1939,517,312,902,1374
DEN,Denver Nuggets,2021,17480,927,2462,2187,3960,1129,1406,758,2442,1933,582,323,972,1374
NOP,New Orleans Pelicans,2021,17430,762,2190,2298,4222,1369,1878,845,2568,1872,545,315,1052,1295
LAC,Los Angeles Clippers,2021,17280,1027,2498,1982,3744,1164,1387,678,2501,1756,509,295,950,1383
SAC,Sacramento Kings,2021,17305,874,2400,2193,3982,1181,1585,674,2307,1836,543,358,963,1400
GSW,Golden State Warriors,2021,17305,1048,2789,1925,3558,1193,1520,574,2524,1991,587,342,1080,1526
ATL,Atlanta Hawks,2021,17405,895,2402,2042,3879,1417,1745,760,2525,1737,503,342,953,1392
PHI,Philadelphia 76ers,2021,17430,811,2169,2170,4088,1409,1836,722,2522,1706,655,447,1040,1456
MEM,Memphis Grizzlies,2021,17405,803,2258,2282,4350,1184,1536,803,2543,1938,655,364,957,1349
BOS,Boston Celtics,2021,17380,979,2618,2006,3783,1160,1496,765,2421,1689,556,383,1012,1471
DAL,Dallas Mavericks,2021,17305,994,2744,1964,3543,1186,1524,657,2463,1647,450,311,869,1396
MIN,Minnesota Timberwolves,2021,17405,944,2706,1988,3840,1265,1662,757,2376,1846,632,398,1027,1507
TOR,Toronto Raptors,2021,17305,1041,2831,1818,3552,1252,1536,680,2314,1735,618,388,952,1526
SAS,San Antonio Spurs,2021,17480,716,2046,2298,4472,1254,1584,669,2489,1759,505,366,821,1293
CHI,Chicago Bulls,2021,17380,904,2446,2131,3934,995,1258,693,2544,1927,482,304,1089,1362
LAL,Los Angeles Lakers,2021,17455,796,2248,2129,3949,1241,1679,695,2490,1775,562,386,1095,1377
CHO,Charlotte Hornets,2021,17355,985,2666,1890,3658,1146,1505,762,2389,1933,565,344,1069,1297
HOU,Houston Rockets,2021,17305,992,2923,1834,3449,1189,1606,671,2396,1699,546,361,1060,1407
MIA,Miami Heat,2021,17380,932,2606,1892,3423,1201,1520,579,2409,1895,569,286,1013,1363
NYK,New York Knicks,2021,17430,847,2163,1992,4062,1181,1506,696,2554,1541,507,365,932,1473
DET,Detroit Pistons,2021,17430,832,2370,1951,3792,1278,1683,694,2381,1743,531,371,1075,1477
OKC,Oklahoma City Thunder,2021,17355,857,2529,1938,3809,1113,1536,715,2568,1588,504,316,1162,1305
ORL,Orlando Magic,2021,17330,784,2288,1970,4135,1196,1543,747,2525,1571,496,318,924,1237
CLE,Cleveland Cavaliers,2021,17430,720,2141,2058,4034,1200,1614,751,2327,1716,559,325,1114,1308
MIN,Minnesota Timberwolves,2022,19780,1211,3386,2200,4072,1474,1894,921,2700,2106,721,460,1175,1786
MEM,Memphis Grizzlies,2022,19780,945,2679,2626,5060,1393,1898,1159,2873,2131,800,533,1082,1620
MIL,Milwaukee Bucks,2022,19755,1153,3151,2276,4180,1459,1881,840,2990,1960,623,326,1100,1494
CHO,Charlotte Hornets,2022,19880,1143,3130,2365,4367,1298,1753,888,2767,2302,707,402,1087,1629
PHO,Phoenix Suns,2022,19730,951,2616,2630,4773,1303,1635,801,2913,2244,702,359,1060,1633
ATL,Atlanta Hawks,2022,19705,1056,2821,2345,4420,1485,1829,823,2783,2017,587,348,972,1534
UTA,Utah Jazz,2022,19730,1192,3308,2135,3759,1470,1916,884,2916,1836,588,402,1149,1547
SAS,San Antonio Spurs,2022,19805,925,2626,2621,4975,1262,1673,901,2815,2289,626,403,1043,1483
BRK,Brooklyn Nets,2022,19755,940,2602,2502,4649,1434,1781,844,2796,2071,582,448,1153,1670
DEN,Denver Nuggets,2022,19805,1039,2944,2377,4135,1372,1725,752,2865,2279,592,305,1189,1639
LAL,Los Angeles Lakers,2022,19980,982,2826,2433,4453,1380,1884,782,2826,1968,626,425,1191,1654
BOS,Boston Celtics,2022,19905,1085,3044,2256,4123,1397,1713,863,2915,2036,591,478,1118,1521
CHI,Chicago Bulls,2022,19730,872,2364,2550,4763,1436,1766,711,2760,1958,585,336,1053,1540
IND,Indiana Pacers,2022,19880,997,2899,2401,4439,1347,1754,925,2671,2081,582,457,1183,1675
GSW,Golden State Warriors,2022,19730,1176,3231,2147,3856,1280,1665,800,2930,2223,719,372,1221,1723
SAC,Sacramento Kings,2022,19805,937,2722,2384,4501,1466,1908,784,2737,1943,588,369,1156,1552
MIA,Miami Heat,2022,19855,1114,2936,2132,4018,1416,1753,807,2778,2090,606,265,1194,1679
PHI,Philadelphia 76ers,2022,19805,950,2608,2280,4324,1605,1955,700,2770,1945,633,435,1027,1590
HOU,Houston Rockets,2022,19755,1105,3170,2124,3913,1434,2010,786,2660,1932,600,382,1351,1692
TOR,Toronto Raptors,2022,19855,979,2808,2353,4681,1327,1749,1095,2622,1809,738,376,1021,1607
NOP,New Orleans Pelicans,2022,19755,873,2629,2421,4583,1501,1903,981,2726,2047,680,328,1153,1612
WAS,Washington Wizards,2022,19830,860,2512,2467,4544,1393,1778,737,2798,2052,522,406,1077,1545
LAC,Los Angeles Clippers,2022,19780,1047,2802,2238,4368,1273,1606,747,2860,1969,608,406,1126,1528
DAL,Dallas Mavericks,2022,19755,1073,3063,2149,3919,1341,1739,759,2769,1918,552,325,1025,1612
CLE,Cleveland Cavaliers,2022,19730,953,2686,2302,4254,1376,1810,837,2786,2064,580,343,1181,1433
NYK,New York Knicks,2022,19780,1082,3029,2006,4040,1473,1980,941,2841,1793,570,399,1087,1672
POR,Portland Trail Blazers,2022,19730,1043,3017,2118,4127,1346,1771,854,2661,1880,657,366,1187,1728
DET,Detroit Pistons,2022,19780,925,2838,2204,4429,1413,1806,900,2625,1924,630,393,1163,1799
ORL,Orlando Magic,2022,19780,999,3022,2140,4218,1270,1614,746,2885,1947,555,367,1188,1612
OKC,Oklahoma City Thunder,2022,19805,991,3066,2150,4244,1233,1632,854,2887,1822,622,380,1145,1497
SAC,Sacramento Kings,2023,19830,1128,3060,2445,4172,1624,2055,782,2699,2237,574,275,1106,1616
GSW,Golden State Warriors,2023,19830,1363,3540,2175,3853,1314,1655,864,2793,2446,588,323,1336,1757
ATL,Atlanta Hawks,2023,19855,882,2505,2776,5069,1513,1850,920,2719,2049,580,401,1060,1541
BOS,Boston Celtics,2023,19980,1315,3492,2145,3786,1436,1769,796,2921,2186,521,430,1095,1542
OKC,Oklahoma City Thunder,2023,19855,995,2797,2538,4793,1572,1944,934,2645,2002,676,341,1069,1722
LAL,Los Angeles Lakers,2023,19880,885,2558,2631,4740,1691,2182,818,2930,2072,526,378,1154,1466
UTA,Utah Jazz,2023,19805,1094,3099,2391,4266,1536,1955,968,2794,2129,500,429,1259,1679
MIL,Milwaukee Bucks,2023,19830,1217,3306,2287,4105,1364,1837,914,3074,2115,521,403,1199,1481
MEM,Memphis Grizzlies,2023,19780,985,2807,2600,4744,1432,1954,988,2835,2135,680,473,1116,1643
IND,Indiana Pacers,2023,19755,1112,3030,2332,4315,1535,1944,832,2575,2213,631,478,1225,1741
NYK,New York Knicks,2023,19955,1037,2930,2407,4398,1589,2087,1031,2790,1880,527,340,1065,1666
DEN,Denver Nuggets,2023,19755,969,2559,2605,4529,1378,1834,828,2699,2368,618,368,1192,1525
MIN,Minnesota Timberwolves,2023,19830,997,2731,2518,4436,1467,1942,749,2686,2145,657,444,1258,1768
PHI,Philadelphia 76ers,2023,19880,1035,2675,2312,4195,1719,2058,715,2641,2063,635,389,1121,1675
NOP,New Orleans Pelicans,2023,19855,899,2468,2548,4712,1585,2000,866,2717,2122,681,337,1196,1678
DAL,Dallas Mavericks,2023,19930,1246,3362,2037,3547,1554,2057,625,2556,1880,514,304,1002,1697
PHO,Phoenix Suns,2023,19780,1001,2674,2452,4714,1412,1781,971,2657,2235,585,432,1110,1739
LAC,Los Angeles Clippers,2023,19830,1041,2735,2329,4324,1533,1962,803,2742,1959,580,364,1167,1598
POR,Portland Trail Blazers,2023,19730,1056,2893,2261,4108,1609,2021,774,2551,1981,553,376,1185,1643
BRK,Brooklyn Nets,2023,19730,1048,2771,2351,4207,1449,1811,674,2648,2093,585,506,1127,1730
WAS,Washington Wizards,2023,19755,925,2601,2531,4526,1442,1838,774,2804,2083,561,424,1158,1539
CHI,Chicago Bulls,2023,19905,854,2367,2634,4749,1446,1788,694,2779,2006,644,371,1097,1551
SAS,San Antonio Spurs,2023,19855,911,2640,2622,4953,1292,1739,965,2619,2232,572,322,1253,1630
TOR,Toronto Raptors,2023,19805,880,2626,2554,4863,1506,1922,1043,2485,1961,772,424,956,1641
CLE,Cleveland Cavaliers,2023,19880,950,2589,2458,4395,1439,1844,795,2574,2045,586,384,1094,1560
ORL,Orlando Magic,2023,19780,883,2551,2440,4523,1607,2050,833,2713,1906,603,382,1236,1652
CHO,Charlotte Hornets,2023,19830,881,2669,2504,4744,1447,1933,901,2751,2062,634,425,1164,1661
HOU,Houston Rockets,2023,19755,856,2619,2473,4668,1567,2078,1100,2695,1835,600,374,1332,1679
DET,Detroit Pistons,2023,19805,934,2659,2310,4481,1623,2106,916,2564,1884,574,308,1237,1813
MIA,Miami Heat,2023,19805,980,2852,2235,4139,1567,1885,796,2533,1955,655,243,1106,1516
IND,Indiana Pacers,2024,19705,1082,2891,2773,4708,1318,1685,827,2578,2522,631,481,1059,1756
BOS,Boston Celtics,2024,19830,1351,3482,2250,3914,1334,1654,876,2923,2207,557,538,979,1326
OKC,Oklahoma City Thunder,2024,19805,1090,2805,2563,4519,1451,1759,722,2725,2223,694,538,1039,1545
MIL,Milwaukee Bucks,2024,19805,1163,3122,2375,4136,1517,1960,772,2850,2176,558,413,1059,1574
ATL,Atlanta Hawks,2024,19855,1125,3092,2404,4492,1520,1906,1024,2639,2180,615,369,1110,1522
LAL,Los Angeles Lakers,2024,19855,969,2572,2611,4605,1550,1983,676,2859,2340,605,453,1146,1283
DAL,Dallas Mavericks,2024,19705,1197,3242,2338,4110,1397,1842,797,2724,2106,563,406,1027,1500
GSW,Golden State Warriors,2024,19830,1211,3191,2371,4324,1282,1644,996,2834,2402,572,377,1174,1598
SAC,Sacramento Kings,2024,19855,1178,3219,2375,4236,1274,1710,888,2719,2324,625,342,1078,1632
PHO,Phoenix Suns,2024,19780,1020,2671,2462,4392,1548,1915,831,2783,2218,610,492,1221,1475
UTA,Utah Jazz,2024,19805,1060,2993,2383,4378,1538,1853,1002,2725,2232,537,458,1285,1523
LAC,Los Angeles Clippers,2024,19705,1036,2719,2437,4389,1499,1817,822,2701,2097,640,413,1078,1519
NOP,New Orleans Pelicans,2024,19705,1023,2673,2461,4492,1445,1873,852,2753,2210,684,378,1067,1508
DEN,Denver Nuggets,2024,19705,958,2560,2652,4719,1240,1628,881,2763,2415,585,457,1036,1489
PHI,Philadelphia 76ers,2024,19780,992,2733,2412,4598,1597,1934,906,2616,2041,694,492,984,1668
HOU,Houston Rockets,2024,19855,1043,2964,2382,4495,1482,1916,940,2787,2035,639,375,1045,1702
WAS,Washington Wizards,2024,19730,1015,2915,2508,4578,1266,1657,755,2613,2288,623,415,1147,1637
MIN,Minnesota Timberwolves,2024,19805,1037,2681,2346,4293,1461,1881,770,2807,2184,647,497,1162,1544
NYK,New York Knicks,2024,19730,1083,2936,2302,4336,1396,1789,1039,2665,1998,612,336,1085,1447
CLE,Cleveland Cavaliers,2024,19805,1108,3016,2317,4132,1278,1671,807,2742,2299,605,380,1112,1436
TOR,Toronto Raptors,2024,19805,942,2712,2524,4644,1339,1772,891,2607,2335,634,388,1147,1509
CHI,Chicago Bulls,2024,19980,941,2630,2507,4709,1369,1731,916,2677,2048,638,394,1004,1541
SAS,San Antonio Spurs,2024,19830,1036,2983,2402,4453,1280,1637,849,2778,2449,584,520,1242,1414
ORL,Orlando Magic,2024,19780,903,2568,2415,4396,1519,2002,861,2608,2023,669,423,1206,1618
BRK,Brooklyn Nets,2024,19805,1089,3010,2245,4297,1293,1711,938,2675,2102,556,424,1076,1516
MIA,Miami Heat,2024,19755,1022,2765,2244,4257,1478,1806,766,2702,2116,617,280,1038,1415
DET,Detroit Pistons,2024,19755,906,2602,2447,4634,1398,1780,861,2692,2088,531,384,1248,1688
CHO,Charlotte Hornets,2024,19730,989,2788,2292,4345,1189,1512,765,2538,2033,562,371,1129,1472
POR,Portland Trail Blazers,2024,19880,939,2723,2288,4633,1329,1680,1036,2469,1894,627,354,1249,1654
MEM,Memphis Grizzlies,2024,19780,1071,3097,2074,4133,1316,1722,896,2598,2025,673,501,1236,1563
CLE,Cleveland Cavaliers,2025,19755,1303,3401,2349,4043,1392,1793,917,2806,2304,670,350,1082,1487
MEM,Memphis Grizzlies,2025,19705,1141,3106,2529,4548,1499,1908,1056,2819,2330,726,462,1285,1711
DEN,Denver Nuggets,2025,19855,984,2619,2740,4741,1470,1909,919,2832,2542,656,402,1169,1444
OKC,Oklahoma City Thunder,2025,19705,1192,3184,2468,4416,1369,1672,871,2801,2202,847,465,961,1631
ATL,Atlanta Hawks,2025,19780,1107,3089,2449,4439,1472,1900,974,2675,2426,798,419,1273,1564
CHI,Chicago Bulls,2025,19755,1266,3447,2277,4098,1308,1617,825,2935,2383,621,386,1203,1444
IND,Indiana Pacers,2025,19855,1081,2934,2493,4392,1395,1768,752,2678,2398,694,448,1082,1533
BOS,Boston Celtics,2025,19830,1457,3955,1956,3427,1251,1565,933,2783,2144,589,452,973,1303
NYK,New York Knicks,2025,19880,1031,2794,2522,4521,1357,1696,890,2607,2254,671,324,1088,1407
